SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,36,21,58
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,36,16,44
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,36,25,69
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,36,16,44
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,8,73
2010/2011,SCHOOL LEVEL,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,9,82
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,21,12,57
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,22,16,73
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,20,13,65
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,18,7,39
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,618005,Golden Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,618005,Golden Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,618005,Golden Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,6,Rocky Mountain,618005,Golden Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,21,18,86
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,20,16,80
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,20,16,80
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,20,13,65
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807026,W.E. Graham Community School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807026,W.E. Graham Community School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807026,W.E. Graham Community School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807026,W.E. Graham Community School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,7,64
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,4,36
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,17,6,35
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,17,8,47
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,17,12,71
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,16,10,63
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009010,Stanley Humphries Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,27,18,67
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,26,16,62
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,25,19,76
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011012,J Lloyd Crowe Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,27,16,59
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,8,80
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222007,W L Seaton Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,13,9,69
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,12,6,50
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222017,Vernon Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,12,5,42
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222022,Kalamalka Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,10,8,80
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323028,George Elliot Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,44,33,75
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323028,George Elliot Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,44,22,50
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323028,George Elliot Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,44,35,80
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323028,George Elliot Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,44,31,70
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323044,Rutland Senior Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,56,51,91
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323044,Rutland Senior Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,60,42,70
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323044,Rutland Senior Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,58,48,83
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323044,Rutland Senior Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,60,33,55
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323051,Mount Boucherie Senior Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,16,15,94
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323051,Mount Boucherie Senior Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,17,12,71
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323051,Mount Boucherie Senior Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,18,17,94
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323051,Mount Boucherie Senior Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,17,13,76
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323059,Okanagan Mission Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,28,19,68
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323059,Okanagan Mission Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,28,15,54
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323059,Okanagan Mission Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,26,17,65
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323059,Okanagan Mission Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,28,18,64
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323076,Kelowna Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,59,41,69
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323076,Kelowna Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,56,34,61
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323076,Kelowna Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,58,47,81
2010/2011,SCHOOL LEVEL,BC Public School,23,Central Okanagan,2323076,Kelowna Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,54,36,67
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727047,Columneetza Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727047,Columneetza Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727047,Columneetza Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727047,Columneetza Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727056,Peter Skene Ogden Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,13,9,69
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727056,Peter Skene Ogden Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,12,4,33
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727056,Peter Skene Ogden Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727056,Peter Skene Ogden Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,13,4,31
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727069,Williams Lake Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727069,Williams Lake Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727069,Williams Lake Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,27,Cariboo-Chilcotin,2727069,Williams Lake Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,28,Quesnel,2828034,Correlieu Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,47,35,74
2010/2011,SCHOOL LEVEL,BC Public School,28,Quesnel,2828034,Correlieu Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,47,33,70
2010/2011,SCHOOL LEVEL,BC Public School,28,Quesnel,2828034,Correlieu Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,47,36,77
2010/2011,SCHOOL LEVEL,BC Public School,28,Quesnel,2828034,Correlieu Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,47,30,64
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333012,Chilliwack Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,55,42,76
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333012,Chilliwack Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,55,33,60
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333012,Chilliwack Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,53,35,66
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333012,Chilliwack Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,54,33,61
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333018,Sardis Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333018,Sardis Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333018,Sardis Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333018,Sardis Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
